station,mta_id,location,out_of_service,first_missed,estimated_return,outage_hours
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-03-08T05:05:00.000Z,2018-03-08T20:13:08.835Z,2018-03-08T14:00:00.000Z,15.1357875
23 St - (ID: 86),EL299,SOUTHBOUND PLATFORM TO STREET,2018-03-08T09:35:00.000Z,2018-03-08T11:11:08.926Z,2018-03-08T18:00:00.000Z,1.6024794444444446
Atlantic Av-Barclays Ctr - (ID: 8),EL302,MEZZANINE TO DOWNTOWN,2018-03-08T08:28:00.000Z,2018-03-08T09:32:07.944Z,2018-03-08T10:00:00.000Z,1.0688733333333333
34 St - Hudson Yards - (ID: 52),EL602,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-08T05:45:00.000Z,2018-03-08T09:51:08.159Z,2018-03-08T14:00:00.000Z,4.102266388888888
Chambers St - (ID: 41),EL337,MEZZANINE TO UPTOWN,2018-03-08T05:41:00.000Z,2018-03-08T16:54:09.011Z,2018-03-08T14:00:00.000Z,11.219169722222222
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-08T06:30:00.000Z,2018-03-08T08:11:08.840Z,2018-03-08T15:00:00.000Z,1.685788888888889
Sutphin Blvd - Archer Av - Jfk Airport - (ID: 78),EL449X,STREET TO TA MEZZANINE AND LIRR OVERPASS,2018-03-08T05:29:00.000Z,2018-03-08T21:04:07.163Z,2018-03-08T17:00:00.000Z,15.585323055555556
Atlantic Av-Barclays Ctr - (ID: 9),EL305,MEZZANINE TO 4/ 5 PLATFORM,2018-03-08T05:30:00.000Z,2018-03-08T06:46:08.469Z,2018-03-08T07:00:00.000Z,1.2690191666666666
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-08T05:10:00.000Z,2018-03-08T08:22:07.358Z,2018-03-08T08:00:00.000Z,3.202043888888889
96 St / 2 Av - (ID: 61),EL248,MEZZANINE TO STREET,2018-03-08T04:50:00.000Z,2018-03-08T14:17:08.406Z,2018-03-08T12:00:00.000Z,9.452335000000001
14 St - Union Sq - (ID: 36),EL219,MEZZANINE TO UPTOWN PLATFORM N/Q/R,2018-03-08T04:45:00.000Z,2018-03-08T10:07:08.346Z,2018-03-08T11:00:00.000Z,5.368985
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-08T04:30:00.000Z,2018-03-19T13:35:07.705Z,2018-03-08T13:00:00.000Z,273.0854736111111
Court St - (ID: 11),EL308,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-08T04:25:00.000Z,2018-03-08T09:14:08.334Z,2018-03-08T11:00:00.000Z,4.818981666666667
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-08T03:40:00.000Z,2018-03-08T22:15:07.230Z,2018-03-08T12:00:00.000Z,18.585341666666668
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-08T02:50:00.000Z,2018-03-08T05:03:07.454Z,2018-03-08T11:00:00.000Z,2.2187372222222224
Hunts Point - (ID: 46),EL195,STREET TO MEZZANINE,2018-03-08T01:51:00.000Z,2018-03-08T05:07:08.070Z,2018-03-08T10:00:00.000Z,3.2689083333333335
72 St / 2 Av - (ID: 62),EL266,LOWER MEZZANINE TO STREET,2018-03-08T00:46:00.000Z,2018-03-08T08:54:06.177Z,2018-03-08T09:00:00.000Z,8.135049166666667
Kingsbridge Road - (ID: 72),EL189,STREET TO MEZZANINE,2018-03-08T01:35:00.000Z,2018-03-08T02:49:08.329Z,2018-03-08T10:00:00.000Z,1.2356469444444442
207 St - Inwood - (ID: 24),EL149,MEZZANINE TO PLATFORM,2018-03-08T01:35:00.000Z,2018-03-08T09:16:08.602Z,2018-03-08T11:00:00.000Z,7.6857227777777775
59 St - Columbus Cir - (ID: 29),EL280,STREET TO MEZZANINE AND UPTOWN 1 PLATFORM,2018-03-08T00:11:00.000Z,2018-03-08T00:59:09.594Z,2018-03-08T09:00:00.000Z,0.802665
168 St - (ID: 81),EL139,STREET TO MEZZANINE,2018-03-07T23:24:00.000Z,2018-03-08T01:39:06.995Z,2018-03-08T08:00:00.000Z,2.2519430555555555
Kew Gardens / Union Tpk - (ID: 48),EL434,STREET TO MEZZANINE,2018-03-07T22:51:00.000Z,2018-03-08T00:49:07.849Z,2018-03-08T07:00:00.000Z,1.9688469444444445
Euclid Av - (ID: 32),EL342,MEZZANINE TO UPTOWN,2018-03-07T22:45:00.000Z,2018-03-08T01:25:07.660Z,2018-03-08T11:00:00.000Z,2.6687944444444445
Junction Blvd - (ID: 73),EL425,STREET TO MEZZANINE & OVERPASS,2018-03-07T22:34:00.000Z,2018-03-08T06:17:07.848Z,2018-03-08T07:00:00.000Z,7.718846666666667
Lexington Av / 63 St - (ID: 17),EL442,MEZZANINE TO PLATFORMS,2018-03-07T22:16:00.000Z,2018-03-08T00:17:08.269Z,2018-03-08T06:00:00.000Z,2.018963611111111
Marcy Av - (ID: 64),EL391,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-07T22:01:00.000Z,2018-03-07T23:28:08.170Z,2018-03-08T11:00:00.000Z,1.4522694444444444
190 St - (ID: 51),EL115,LOWER MEZZANINE TO STREET,2018-03-07T20:13:00.000Z,2018-03-07T21:36:08.480Z,2018-03-08T08:00:00.000Z,1.3856888888888887
Clark St - (ID: 10),EL310,LOWER MEZZANINE TO STREET,2018-03-07T19:46:00.000Z,2018-03-07T20:53:07.943Z,2018-03-08T04:00:00.000Z,1.1188730555555557
191 St - (ID: 28),EL104,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-07T19:21:00.000Z,2018-03-07T21:24:06.934Z,2018-03-08T08:00:00.000Z,2.051926111111111
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-07T18:14:00.000Z,2018-03-08T00:11:08.118Z,2018-03-10T03:00:00.000Z,5.952254999999999
Euclid Av - (ID: 32),EL342,MEZZANINE TO UPTOWN,2018-03-07T17:48:00.000Z,2018-03-07T21:22:08.934Z,2018-03-08T02:00:00.000Z,3.569148333333333
Flushing Av - (ID: 26),EL393,STREET TO MEZZANINE,2018-03-07T17:25:00.000Z,2018-03-07T19:21:08.447Z,2018-03-08T02:00:00.000Z,1.9356797222222222
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-07T14:10:00.000Z,2018-03-07T20:10:07.292Z,2018-03-07T23:00:00.000Z,6.002025555555556
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-07T16:10:00.000Z,2018-03-07T19:52:09.251Z,2018-03-07T21:00:00.000Z,3.7025697222222225
34 St - Herald Sq - (ID: 22),EL213,STREET TO MEZZANINE,2018-03-07T15:30:00.000Z,2018-03-07T17:06:08.244Z,2018-03-08T00:00:00.000Z,1.60229
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-07T14:11:00.000Z,2018-03-07T16:23:08.415Z,2018-03-07T23:00:00.000Z,2.2023375
Canal St - (ID: 63),EL324,STREET TO UPTOWN PLATFORM,2018-03-07T14:30:00.000Z,2018-03-07T19:57:08.491Z,2018-03-07T21:00:00.000Z,5.452358611111111
Franklin Av - (ID: 31),EL339,STREET TO DOWNTOWN C PLATFORM AND S PLATFORM,2018-03-07T14:28:00.000Z,2018-03-07T20:41:09.139Z,2018-03-07T23:00:00.000Z,6.219205277777777
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-07T14:10:00.000Z,2018-03-07T20:25:06.428Z,2018-03-07T20:00:00.000Z,6.251785555555555
Jamaica - Van Wyck - (ID: 15),EL408,MEZZANINE TO PLATFORM,2018-03-07T13:31:00.000Z,2018-03-07T15:29:08.591Z,2018-03-07T22:00:00.000Z,1.9690530555555557
Sutphin Blvd - Archer Av - Jfk Airport - (ID: 78),EL449X,STREET TO TA MEZZANINE AND LIRR OVERPASS,2018-03-07T13:40:00.000Z,2018-03-08T02:25:08.034Z,2018-03-07T22:00:00.000Z,12.752231666666667
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-03-07T12:17:00.000Z,2018-03-07T23:36:08.432Z,2018-03-07T21:00:00.000Z,11.31900888888889
Marcy Av - (ID: 64),EL391,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-07T12:02:00.000Z,2018-03-07T15:38:09.221Z,2018-03-07T21:00:00.000Z,3.6025613888888888
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-07T11:39:00.000Z,2018-03-07T16:50:08.036Z,2018-03-07T19:00:00.000Z,5.185565555555556
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-03-07T11:37:00.000Z,2018-03-07T16:28:08.999Z,2018-03-07T20:00:00.000Z,4.852499722222222
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-07T11:14:00.000Z,2018-03-07T13:08:08.161Z,2018-03-07T19:00:00.000Z,1.9022669444444444
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-03-07T10:20:00.000Z,2018-03-07T12:40:05.788Z,2018-03-07T19:00:00.000Z,2.3349411111111116
Simpson St - (ID: 38),EL128,STREET TO DOWNTOWN PLATFORM,2018-03-07T08:44:00.000Z,2018-03-07T10:27:06.647Z,2018-03-07T17:00:00.000Z,1.7185130555555554
Atlantic Av-Barclays Ctr - (ID: 9),EL305,MEZZANINE TO 4/ 5 PLATFORM,2018-03-07T08:48:00.000Z,2018-03-07T11:17:07.184Z,2018-03-07T17:00:00.000Z,2.4853288888888887
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-07T08:42:00.000Z,2018-03-07T10:12:07.851Z,2018-03-07T10:00:00.000Z,1.5021808333333333
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-07T07:15:00.000Z,2018-03-07T13:44:07.832Z,2018-03-07T16:00:00.000Z,6.485508888888888
168 St - (ID: 47),EL112,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-07T07:00:00.000Z,2018-03-07T10:37:08.488Z,2018-03-07T10:30:00.000Z,3.619024444444444
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-07T05:25:00.000Z,2018-03-07T05:54:07.259Z,2018-03-07T11:00:00.000Z,0.4853497222222222
Crown Hts - Utica Av - (ID: 54),EL322,STREET TO MEZZANINE,2018-03-07T05:00:00.000Z,2018-03-07T10:07:07.614Z,2018-03-07T10:00:00.000Z,5.118781666666667
Dekalb Av - (ID: 12),EL372,MEZZANINE TO DOWNTOWN,2018-03-07T04:57:00.000Z,2018-03-07T10:02:08.034Z,2018-03-07T10:00:00.000Z,5.085565
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-07T04:45:00.000Z,2018-03-07T10:04:07.083Z,2018-03-07T10:00:00.000Z,5.3186341666666666
14 St - Union Sq - (ID: 36),EL219,MEZZANINE TO UPTOWN PLATFORM N/Q/R,2018-03-07T04:49:00.000Z,2018-03-07T10:29:07.593Z,2018-03-07T10:00:00.000Z,5.668775833333333
Church Av - (ID: 74),EL374,MEZZANINE TO UPTOWN,2018-03-07T04:16:00.000Z,2018-03-07T09:20:06.797Z,2018-03-07T13:16:00.000Z,5.068554722222221
Court St - (ID: 11),EL309,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-07T04:32:00.000Z,2018-03-07T09:54:06.853Z,2018-03-07T09:30:00.000Z,5.368570277777778
East 180 St - (ID: 87),EL160,STREET TO DOWNTOWN PLATFORM,2018-03-07T04:30:00.000Z,2018-03-07T09:34:07.942Z,2018-03-07T11:00:00.000Z,5.068872777777778
Canal St - (ID: 63),EL324,STREET TO UPTOWN PLATFORM,2018-03-07T04:23:00.000Z,2018-03-07T09:14:07.925Z,2018-03-07T10:00:00.000Z,4.852201388888888
96 St - (ID: 42),EL145,STREET TO DOWNTOWN PLATFORM,2018-03-07T04:15:00.000Z,2018-03-07T09:43:08.469Z,2018-03-07T10:00:00.000Z,5.469019166666667
72 St / 2 Av - (ID: 62),EL264,LOWER MEZZANINE TO STREET,2018-03-07T04:10:00.000Z,2018-03-07T10:18:07.840Z,2018-03-07T10:00:00.000Z,6.135511111111112
168 St - (ID: 47),EL112,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-07T02:04:00.000Z,2018-03-07T04:08:07.235Z,2018-03-07T10:00:00.000Z,2.0686763888888886
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-07T01:36:00.000Z,2018-03-07T06:33:08.133Z,2018-03-07T10:00:00.000Z,4.952259166666667
Borough Hall - (ID: 85),EL318,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-06T21:10:00.000Z,2018-03-07T02:14:08.345Z,2018-03-07T06:00:00.000Z,5.068984722222223
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-06T19:50:00.000Z,2018-03-06T20:36:08.047Z,2018-03-07T03:00:00.000Z,0.7689019444444444
Fulton St - (ID: 13),EL721,PLATFORM TO LOWER MEZZANINE,2018-03-06T19:20:00.000Z,2018-03-06T19:29:07.543Z,2018-03-07T04:00:00.000Z,0.1520952777777778
Lexington Av / 63 St - (ID: 17),EL440,MEZZANINE TO UPPER SOUTHBOUND PLATFORM TO LOWER NORTHBOUND PLATFORM,2018-03-06T19:21:00.000Z,2018-03-06T20:01:07.955Z,2018-03-07T03:00:00.000Z,0.6688763888888888
Lexington Av / 63 St - (ID: 17),EL441,MEZZANINE TO PLATFORMS,2018-03-06T18:55:00.000Z,2018-03-06T19:22:07.562Z,2018-03-07T03:00:00.000Z,0.45210055555555556
Lexington Av / 63 St - (ID: 17),EL442,MEZZANINE TO PLATFORMS,2018-03-06T18:20:00.000Z,2018-03-06T18:56:07.856Z,2018-03-07T03:00:00.000Z,0.6021822222222223
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-06T18:02:00.000Z,2018-03-07T02:59:07.641Z,2018-03-06T21:00:00.000Z,8.9521225
Borough Hall - (ID: 85),EL318,MEZZANINE TO UPTOWN AND DOWNTOWN PLATFORMS,2018-03-06T17:15:00.000Z,2018-03-06T17:55:06.322Z,2018-03-07T02:00:00.000Z,0.6684227777777778
Borough Hall - (ID: 85),EL317,STREET TO MEZZANINE,2018-03-06T17:15:00.000Z,2018-03-06T17:39:07.110Z,2018-03-07T02:00:00.000Z,0.40197499999999997
125 St - (ID: 1),EL142,STREET TO MEZZANINE,2018-03-06T16:48:00.000Z,2018-03-07T21:29:08.710Z,2018-03-07T01:00:00.000Z,28.68575277777778
Myrtle Av / Wyckoff Av - (ID: 76),EL397,MEZZANINE TO PLATFORM,2018-03-06T16:43:00.000Z,2018-03-06T23:56:08.102Z,2018-03-07T01:00:00.000Z,7.218917222222221
Brooklyn Bridge - City Hall - (ID: 33),EL316,MEZZANINE TO UPTOWN,2018-03-06T16:00:00.000Z,2018-03-06T17:28:08.225Z,2018-03-07T00:00:00.000Z,1.468951388888889
207 St - Inwood - (ID: 24),EL148,STREET TO MEZZANINE,2018-03-06T15:59:00.000Z,2018-03-06T18:47:08.252Z,2018-03-07T00:00:00.000Z,2.8022922222222224
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-06T14:58:00.000Z,2018-03-06T15:53:07.769Z,2018-03-06T23:00:00.000Z,0.9188247222222222
Jay St - Metrotech - (ID: 16),EL706,STREET TO MEZZANINE,2018-03-06T15:20:00.000Z,2018-03-06T16:53:07.198Z,2018-03-07T00:00:00.000Z,1.5519994444444445
Brooklyn Bridge - City Hall - (ID: 33),EL314,STREET TO MEZZANINE,2018-03-06T15:34:00.000Z,2018-03-06T15:59:07.256Z,2018-03-07T00:00:00.000Z,0.41868222222222223
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-06T15:30:00.000Z,2018-03-06T20:32:07.950Z,2018-03-06T21:00:00.000Z,5.035541666666666
Lexington Av / 63 St - (ID: 17),EL443,MEZZANINE TO PLATFORMS,2018-03-06T15:30:00.000Z,2018-03-06T18:21:07.860Z,2018-03-06T20:00:00.000Z,2.8521833333333335
Broadway-Lafayette/Bleecker St - (ID: 40),EL331,UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM,2018-03-06T15:25:00.000Z,2018-03-06T16:45:06.436Z,2018-03-07T00:00:00.000Z,1.335121111111111
Simpson St - (ID: 38),EL127,STREET TO UPTOWN PLATFORM,2018-03-06T15:25:00.000Z,2018-03-06T22:04:07.615Z,2018-03-06T20:00:00.000Z,6.652115277777779
Times Sq - 42 St - (ID: 18),EL232,MEZZANINE TO DOWNTOWN PLATFORM & 7 PLATFORM,2018-03-06T15:09:00.000Z,2018-03-06T18:44:07.050Z,2018-03-06T21:00:00.000Z,3.585291666666666
34 St - Herald Sq - (ID: 22),EL213,STREET TO MEZZANINE,2018-03-06T14:38:00.000Z,2018-03-06T16:11:06.848Z,2018-03-06T23:00:00.000Z,1.551902222222222
Canal St - (ID: 63),EL324,STREET TO UPTOWN PLATFORM,2018-03-06T14:50:00.000Z,2018-03-06T19:31:07.791Z,2018-03-06T21:00:00.000Z,4.6854975
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-06T14:08:00.000Z,2018-03-06T15:28:07.812Z,2018-03-06T23:00:00.000Z,1.3355033333333333
Franklin Av - (ID: 31),EL339,STREET TO DOWNTOWN C PLATFORM AND S PLATFORM,2018-03-06T14:15:00.000Z,2018-03-06T20:25:06.682Z,2018-03-06T23:00:00.000Z,6.1685227777777785
161 St - Yankee Stadium - (ID: 3),EL133,MEZZANINES TO DOWNTOWN 4 PLATFORM,2018-03-06T14:00:00.000Z,2018-03-06T17:23:07.462Z,2018-03-06T20:00:00.000Z,3.3854061111111107
86 St / 2 Av - (ID: 65),EL250,MEZZANINE TO STREET,2018-03-06T12:35:00.000Z,2018-03-06T15:05:07.042Z,2018-03-06T21:00:00.000Z,2.5019561111111113
Briarwood/Van Wyck Blvd - (ID: 70),EL424,STREET TO MEZZANINE,2018-03-06T12:47:00.000Z,2018-03-06T15:02:08.693Z,2018-03-06T21:00:00.000Z,2.252414722222222
Pelham Bay Park - (ID: 94),EL121,STREET TO MEZZANINE,2018-03-06T12:33:00.000Z,2018-03-06T17:07:06.594Z,2018-03-06T21:00:00.000Z,4.568498333333334
Lexington Av / 63 St - (ID: 17),EL442,MEZZANINE TO PLATFORMS,2018-03-06T12:07:00.000Z,2018-03-06T15:30:06.834Z,2018-03-06T21:00:00.000Z,3.385231666666667
Flushing Av - (ID: 26),EL395,MEZZANINE TO UPTOWN,2018-03-06T11:55:00.000Z,2018-03-07T14:04:08.256Z,2018-03-06T20:00:00.000Z,26.15229333333333
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-06T11:32:00.000Z,2018-03-06T14:53:07.553Z,2018-03-06T20:00:00.000Z,3.3520980555555555
Chambers St - (ID: 41),EL337,MEZZANINE TO UPTOWN,2018-03-06T11:15:00.000Z,2018-03-06T14:01:07.633Z,2018-03-06T20:00:00.000Z,2.7687869444444444
135 St - (ID: 19),EL180,STREET TO MEZZANINE & UPTOWN PLATFORM,2018-03-06T09:51:00.000Z,2018-03-06T21:01:08.049Z,2018-03-06T18:00:00.000Z,11.1689025
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-06T09:28:00.000Z,2018-03-06T11:16:07.347Z,2018-03-06T18:00:00.000Z,1.8020408333333333
42 St - Port Authority Bus Terminal - (ID: 56),EL291X,STREET TO INTERMEDIATE LANDING,2018-03-06T05:05:00.000Z,2018-03-06T17:57:06.493Z,2018-03-06T13:00:00.000Z,12.86847027777778
42 St - Port Authority Bus Terminal - (ID: 56),EL290X,INTERMEDIATE LANDING TO MEZZANINE,2018-03-06T05:05:00.000Z,2018-03-06T17:57:06.493Z,2018-03-06T13:00:00.000Z,12.86847027777778
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-03-06T08:57:00.000Z,2018-03-06T10:19:07.043Z,2018-03-06T17:00:00.000Z,1.3686230555555554
Crown Hts - Utica Av - (ID: 54),EL322,STREET TO MEZZANINE,2018-03-06T04:30:00.000Z,2018-03-06T10:05:06.970Z,2018-03-06T11:00:00.000Z,5.585269444444445
168 St - (ID: 47),EL112,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-06T08:25:00.000Z,2018-03-06T10:44:07.455Z,2018-03-06T11:00:00.000Z,2.3187374999999997
21 St - Queensbridge - (ID: 89),EL407,MEZZANINE TO UPTOWN,2018-03-06T08:05:00.000Z,2018-03-06T09:48:07.126Z,2018-03-06T09:30:00.000Z,1.7186461111111113
21 St - Queensbridge - (ID: 89),EL406,MEZZANINE TO DOWNTOWN,2018-03-06T06:48:00.000Z,2018-03-06T07:59:08.253Z,2018-03-06T14:00:00.000Z,1.1856258333333332
Atlantic Av-Barclays Ctr - (ID: 9),EL305,MEZZANINE TO 4/ 5 PLATFORM,2018-03-06T07:20:00.000Z,2018-03-06T09:45:06.142Z,2018-03-06T15:00:00.000Z,2.4183727777777775
Times Sq - 42 St - (ID: 18),EL233,MEZZANINE AND UPTOWN 1/2/3 TRAINS PLATFORM,2018-03-06T06:39:00.000Z,2018-03-06T08:19:07.624Z,2018-03-06T15:00:00.000Z,1.6687844444444444
191 St - (ID: 28),EL103,STREET TO MEZZANINE / MEZZANINE TO PLATFORM,2018-03-06T06:44:00.000Z,2018-03-06T08:18:06.856Z,2018-03-06T14:00:00.000Z,1.5685711111111111
Bay Parkway - (ID: 59),EL376,STREET TO MEZZANINE,2018-03-06T06:15:00.000Z,2018-03-06T10:32:06.771Z,2018-03-06T11:00:00.000Z,4.285214166666667
21 St - Queensbridge - (ID: 89),EL405,STREET TO MEZZANINE,2018-03-06T05:10:00.000Z,2018-03-06T06:43:07.173Z,2018-03-06T11:00:00.000Z,1.5519924999999999
Flushing Main St - (ID: 21),EL414,STREET TO MEZZANINE &PLATFORMS ,2018-03-05T05:35:00.000Z,2018-03-06T08:53:07.863Z,2018-03-06T11:00:00.000Z,27.302184166666667
Kings Highway - (ID: 35),EL760,STREET TO UPTOWN PLATFORM,2018-03-06T04:00:00.000Z,2018-03-06T05:34:07.289Z,2018-03-06T11:00:00.000Z,1.568691388888889
Kings Highway - (ID: 35),EL760,STREET TO UPTOWN PLATFORM,2018-03-06T05:23:00.000Z,2018-03-06T05:32:07.988Z,2018-03-06T11:00:00.000Z,0.15221888888888893
168 St - (ID: 47),EL113,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-06T05:09:00.000Z,2018-03-06T12:00:06.665Z,2018-03-06T13:00:00.000Z,6.851851388888889
14 St - Union Sq - (ID: 36),EL219,MEZZANINE TO UPTOWN PLATFORM N/Q/R,2018-03-06T04:50:00.000Z,2018-03-06T06:51:07.598Z,2018-03-06T11:00:00.000Z,2.018777222222222
Dekalb Av - (ID: 12),EL372,MEZZANINE TO DOWNTOWN,2018-03-06T04:35:00.000Z,2018-03-06T10:10:06.004Z,2018-03-06T11:00:00.000Z,5.5850011111111115
Pelham Pkwy - (ID: 90),EL136,STREET TO MEZZANINE,2018-03-06T04:36:00.000Z,2018-03-06T10:07:07.098Z,2018-03-06T11:00:00.000Z,5.5186383333333335
175 St - (ID: 57),EL123,STREET TO MEZZANINE,2018-03-06T04:33:00.000Z,2018-03-06T05:20:07.696Z,2018-03-06T11:00:00.000Z,0.7854711111111111
Broadway-Lafayette/Bleecker St - (ID: 40),EL332,UPTOWN 6 MEZZANINE TO DOWNTOWN B/D/F/M PLATFORM,2018-03-06T04:30:00.000Z,2018-03-06T10:59:08.861Z,2018-03-06T11:00:00.000Z,6.485794722222223
42 St - Grand Central - (ID: 49),EL244,MEZZANINE TO 7 PLATFORM,2018-03-06T04:23:00.000Z,2018-03-06T05:03:06.916Z,2018-03-06T11:00:00.000Z,0.6685877777777779
168 St - (ID: 81),EL139,STREET TO MEZZANINE,2018-03-06T04:11:00.000Z,2018-03-06T04:31:06.807Z,2018-03-06T12:00:00.000Z,0.33522416666666666
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-06T02:13:00.000Z,2018-03-06T02:34:07.048Z,2018-03-06T11:00:00.000Z,0.35195777777777776
Flushing Av - (ID: 26),EL393,STREET TO MEZZANINE,2018-03-06T00:30:00.000Z,2018-03-06T02:00:06.648Z,2018-03-06T09:00:00.000Z,1.5018466666666666
Broadway-Lafayette/Bleecker St - (ID: 40),EL331,UPTOWN 6 MEZZANINE TO UPTOWN B/D/F/M PLATFORM,2018-03-06T00:21:00.000Z,2018-03-06T10:11:07.210Z,2018-03-06T09:00:00.000Z,9.835336111111111
Court Square - (ID: 68),EL447,LEVEL 2 TO MEZZANINE,2018-03-05T23:54:00.000Z,2018-03-06T00:27:07.512Z,2018-03-06T08:00:00.000Z,0.5520866666666666
Jackson Hts - Roosevelt Av - (ID: 14),EL423,MEZZANINE TO DOWNTOWN 7,2018-03-05T22:35:00.000Z,2018-03-05T23:34:07.787Z,2018-03-06T07:00:00.000Z,0.9854963888888888
Jackson Hts - Roosevelt Av - (ID: 14),EL420,MIDDLE MEZZANINE TO STREET TO IRT MEZZANINE TO NORTHBOUND IRT PLATFORM(7),2018-03-05T20:35:00.000Z,2018-03-05T21:58:08.112Z,2018-03-06T09:00:00.000Z,1.3855866666666665
Flushing Av - (ID: 26),EL395,MEZZANINE TO UPTOWN,2018-03-05T19:52:00.000Z,2018-03-06T01:11:08.132Z,2018-03-06T03:00:00.000Z,5.3189255555555555
34 St - Herald Sq - (ID: 22),EL210,MEZZANINE TO UPTOWN,2018-03-05T20:05:00.000Z,2018-03-06T00:23:08.401Z,2018-03-06T03:00:00.000Z,4.302333611111111
125 St - (ID: 1),EL144,MEZZANINE AND UPTOWN,2018-03-05T20:00:00.000Z,2018-03-06T01:50:07.393Z,2018-03-07T03:00:00.000Z,5.835386944444445
42 St - Grand Central - (ID: 49),EL204,STREET TO TERMINAL/MEZZANINE,2018-03-05T18:56:00.000Z,2018-03-06T23:08:07.962Z,2018-03-06T03:00:00.000Z,28.202211666666663
Fulton St - (ID: 13),EL716,3 LANDINGS,2018-03-05T18:48:00.000Z,2018-03-06T00:09:07.192Z,2018-03-06T03:00:00.000Z,5.351997777777778
Clark St - (ID: 10),EL311,LOWER MEZZANINE TO STREET,2018-03-05T14:30:00.000Z,2018-03-05T18:19:08.522Z,2018-03-06T03:00:00.000Z,3.8190338888888893
181 St - (ID: 5),EL108,LOWER MEZZANINE TO UPPER MEZZANINE,2018-03-05T18:08:00.000Z,2018-03-05T18:28:07.306Z,2018-03-06T07:00:00.000Z,0.3353627777777778
135 St - (ID: 19),EL181,STREET TO MEZZANINE AND DOWNTOWN PLATFORM,2018-03-05T17:58:00.000Z,2018-03-05T18:26:08.231Z,2018-03-05T21:00:00.000Z,0.46895305555555555
Atlantic Av-Barclays Ctr - (ID: 9),EL304,MEZZANINE TO DOWNTOWN 2/3 PLATFORM,2018-03-05T17:28:00.000Z,2018-03-05T19:38:07.725Z,2018-03-06T06:00:00.000Z,2.1688125
149 St - 3 Av - (ID: 45),EL129,STREET TO UPTOWN PLATFORM,2018-03-05T14:55:00.000Z,2018-03-06T01:58:07.923Z,2018-03-06T03:00:00.000Z,11.052200833333334
